loan_status,annual_inc,verification_status,emp_length,home_ownership,int_rate,loan_amnt,purpose,term,grade
Fully Paid,55000,Not Verified,1 year,RENT,13.16,10725,credit_card, 36 months,C
Fully Paid,35000,Not Verified,3 years,RENT,12.53,3500,credit_card, 36 months,C
Fully Paid,52526,Not Verified,10+ years,RENT,12.21,18000,debt_consolidation, 36 months,B
Fully Paid,29000,Not Verified,< 1 year,RENT,15.05,12000,small_business, 36 months,D
Fully Paid,76344,Not Verified,2 years,RENT,9.63,5000,house, 36 months,A
Fully Paid,55000,Not Verified,3 years,RENT,13.16,12000,major_purchase, 36 months,C
Fully Paid,113000,Not Verified,< 1 year,MORTGAGE,15.68,15000,debt_consolidation, 36 months,E
Fully Paid,68000,Not Verified,4 years,RENT,12.53,20000,debt_consolidation, 36 months,C
Fully Paid,69996,Not Verified,1 year,RENT,13.79,11000,other, 36 months,C
Fully Paid,42000,Source Verified,1 year,RENT,12.84,8000,debt_consolidation, 36 months,C
Fully Paid,85000,Not Verified,< 1 year,MORTGAGE,12.21,20000,small_business, 36 months,B
Fully Paid,80000,Not Verified,5 years,MORTGAGE,15.68,8000,debt_consolidation, 36 months,E
Fully Paid,23000,Verified,2 years,RENT,7.68,1600,major_purchase, 36 months,A
Fully Paid,95004,Verified,2 years,RENT,9.63,5000,credit_card, 36 months,A
Fully Paid,84996,Not Verified,10+ years,RENT,8.00,10000,other, 36 months,A
Charged Off,45000,Verified,5 years,RENT,13.79,8400,debt_consolidation, 36 months,C
Fully Paid,85000,Verified,4 years,OTHER,11.89,16000,small_business, 36 months,B
Fully Paid,75000,Source Verified,1 year,RENT,13.16,11250,debt_consolidation, 36 months,C
Fully Paid,53000,Verified,2 years,RENT,11.89,10000,moving, 36 months,B
Charged Off,40000,Source Verified,2 years,RENT,12.53,7500,small_business, 36 months,C
Charged Off,54996,Not Verified,< 1 year,MORTGAGE,14.11,8500,home_improvement, 36 months,D
Fully Paid,30000,Source Verified,< 1 year,RENT,14.42,14500,debt_consolidation, 36 months,D
Fully Paid,55000,Source Verified,1 year,RENT,9.32,10000,moving, 36 months,A
Fully Paid,50004,Not Verified,< 1 year,MORTGAGE,7.37,12000,car, 36 months,A
Fully Paid,42000,Source Verified,1 year,MORTGAGE,9.63,13000,small_business, 36 months,A
Fully Paid,60000,Not Verified,3 years,RENT,8.00,6000,wedding, 36 months,A
Fully Paid,15996,Not Verified,3 years,RENT,15.37,4800,other, 36 months,D
Fully Paid,65004,Not Verified,< 1 year,RENT,12.53,13000,debt_consolidation, 36 months,C
Fully Paid,50000,Not Verified,< 1 year,RENT,9.32,5000,small_business, 36 months,A
Charged Off,38004,Verified,2 years,RENT,14.74,1500,other, 36 months,D
Fully Paid,113000,Verified,5 years,MORTGAGE,11.89,10500,credit_card, 36 months,B
Fully Paid,36000,Not Verified,1 year,RENT,12.21,12000,car, 36 months,B
Fully Paid,40000,Source Verified,2 years,RENT,13.47,13200,debt_consolidation, 36 months,C
Fully Paid,41000,Source Verified,3 years,RENT,15.37,10750,debt_consolidation, 36 months,D
Fully Paid,44500,Not Verified,4 years,MORTGAGE,8.00,6000,debt_consolidation, 36 months,A
Charged Off,75000,Not Verified,3 years,MORTGAGE,13.16,8500,debt_consolidation, 36 months,C
Fully Paid,38004,Source Verified,10+ years,MORTGAGE,13.79,6500,other, 36 months,C
Fully Paid,26500,Not Verified,< 1 year,RENT,13.79,6000,debt_consolidation, 36 months,C
Fully Paid,54396,Not Verified,10+ years,RENT,14.74,16000,debt_consolidation, 36 months,D
Fully Paid,150000,Verified,5 years,RENT,12.53,25000,home_improvement, 36 months,C
Fully Paid,26000,Not Verified,< 1 year,RENT,16.00,4200,vacation, 36 months,E
Fully Paid,84996,Verified,2 years,RENT,14.11,20000,wedding, 36 months,D
Fully Paid,70000,Verified,2 years,MORTGAGE,16.63,16000,small_business, 36 months,E
Charged Off,62000,Source Verified,7 years,RENT,16.00,15000,debt_consolidation, 36 months,E
Fully Paid,38400,Source Verified,< 1 year,OTHER,16.00,8000,other, 36 months,E
Fully Paid,150000,Source Verified,10+ years,MORTGAGE,12.21,15000,wedding, 36 months,B
Fully Paid,30000,Not Verified,< 1 year,RENT,12.21,3600,vacation, 36 months,B
Fully Paid,35000,Not Verified,< 1 year,RENT,15.05,11000,debt_consolidation, 36 months,D
Fully Paid,102000,Not Verified,1 year,MORTGAGE,12.84,15000,debt_consolidation, 36 months,C
Charged Off,31400,Not Verified,1 year,RENT,9.32,6500,debt_consolidation, 36 months,A
Fully Paid,38004,Source Verified,< 1 year,RENT,11.89,6000,debt_consolidation, 36 months,B
Fully Paid,17676,Not Verified,1 year,OWN,14.74,2500,debt_consolidation, 36 months,D
Fully Paid,85000,Not Verified,10+ years,RENT,11.89,9000,credit_card, 36 months,B
Fully Paid,74000,Not Verified,6 years,MORTGAGE,12.21,5000,small_business, 36 months,B
Fully Paid,105000,Verified,3 years,RENT,9.63,7000,credit_card, 36 months,A
Fully Paid,25740,Not Verified,3 years,OWN,14.11,5000,debt_consolidation, 36 months,D
Fully Paid,27996,Not Verified,3 years,RENT,12.53,5500,moving, 36 months,C
Fully Paid,46000,Verified,2 years,OTHER,16.63,15000,debt_consolidation, 36 months,E
Charged Off,13000,Not Verified,< 1 year,RENT,12.53,9250,small_business, 36 months,C
Fully Paid,58000,Source Verified,4 years,RENT,13.16,5000,debt_consolidation, 36 months,C
Fully Paid,85000,Not Verified,< 1 year,MORTGAGE,16.63,10000,small_business, 36 months,E
Fully Paid,111150,Verified,1 year,MORTGAGE,8.00,10000,home_improvement, 36 months,A
Fully Paid,16000,Not Verified,2 years,RENT,12.53,2600,debt_consolidation, 36 months,C
Fully Paid,53000,Not Verified,4 years,MORTGAGE,14.11,4900,debt_consolidation, 36 months,D
Charged Off,36900,Source Verified,1 year,RENT,9.63,5775,medical, 36 months,A
Fully Paid,79996,Not Verified,2 years,MORTGAGE,16.32,24000,debt_consolidation, 36 months,E
Fully Paid,85000,Verified,10+ years,MORTGAGE,14.42,8500,home_improvement, 36 months,D
Fully Paid,48000,Not Verified,5 years,OWN,7.37,10400,car, 36 months,A
Charged Off,53004,Not Verified,7 years,RENT,12.53,12000,debt_consolidation, 36 months,C
Fully Paid,210000,Verified,10+ years,MORTGAGE,9.63,12000,debt_consolidation, 36 months,A
Fully Paid,30000,Source Verified,5 years,RENT,12.84,15000,debt_consolidation, 36 months,C
Fully Paid,70000,Verified,< 1 year,OWN,12.84,15000,small_business, 36 months,C
Fully Paid,43000,Not Verified,1 year,RENT,13.16,12000,credit_card, 36 months,C
Fully Paid,48000,Not Verified,2 years,RENT,11.89,5000,major_purchase, 36 months,B
Fully Paid,45300,Not Verified,3 years,MORTGAGE,15.37,5550,major_purchase, 36 months,D
Fully Paid,55000,Verified,2 years,RENT,12.84,18000,wedding, 36 months,C
Fully Paid,48500,Source Verified,7 years,RENT,14.11,11850,debt_consolidation, 36 months,D
Charged Off,37000,Not Verified,3 years,MORTGAGE,14.42,12000,debt_consolidation, 36 months,D
Fully Paid,23198,Not Verified,2 years,RENT,8.00,6000,car, 36 months,A
Charged Off,51996,Not Verified,2 years,MORTGAGE,13.16,17000,debt_consolidation, 36 months,C
Fully Paid,66000,Verified,9 years,MORTGAGE,16.63,22000,credit_card, 36 months,E
Fully Paid,32000,Source Verified,1 year,RENT,13.79,7500,small_business, 36 months,C
Charged Off,57000,Verified,2 years,MORTGAGE,15.68,10000,home_improvement, 36 months,E
Fully Paid,44000,Verified,< 1 year,RENT,9.63,6000,debt_consolidation, 36 months,A
Fully Paid,25000,Not Verified,< 1 year,OWN,14.42,2400,car, 36 months,D
Fully Paid,33000,Verified,2 years,RENT,13.79,13750,debt_consolidation, 36 months,C
Fully Paid,90000,Not Verified,9 years,MORTGAGE,12.53,20000,small_business, 36 months,C
Fully Paid,85000,Verified,1 year,MORTGAGE,12.53,25000,educational, 36 months,C
Fully Paid,60000,Not Verified,5 years,OWN,9.63,12000,small_business, 36 months,A
Fully Paid,20000,Source Verified,5 years,RENT,13.47,4000,house, 36 months,C
Fully Paid,47000,Source Verified,5 years,MORTGAGE,13.79,10000,other, 36 months,C
Fully Paid,77700,Not Verified,5 years,RENT,13.16,2400,educational, 36 months,C
Fully Paid,54480,Not Verified,10+ years,RENT,11.89,10000,debt_consolidation, 36 months,B
Fully Paid,43500,Not Verified,1 year,RENT,8.00,3000,moving, 36 months,A
Fully Paid,85000,Source Verified,< 1 year,RENT,7.68,7200,major_purchase, 36 months,A
Fully Paid,28000,Not Verified,< 1 year,RENT,12.84,10000,debt_consolidation, 36 months,C
Fully Paid,75000,Source Verified,< 1 year,RENT,13.47,10000,debt_consolidation, 36 months,C
Fully Paid,143150,Source Verified,< 1 year,MORTGAGE,9.32,12000,home_improvement, 36 months,A
Fully Paid,63000,Verified,2 years,MORTGAGE,8.00,14100,debt_consolidation, 36 months,A
Fully Paid,78000,Source Verified,< 1 year,RENT,7.37,16800,car, 36 months,A
Fully Paid,33500,Source Verified,2 years,RENT,13.16,10000,small_business, 36 months,C
Fully Paid,45204,Source Verified,4 years,MORTGAGE,9.63,5000,other, 36 months,A
Fully Paid,56500,Source Verified,1 year,RENT,12.21,10000,other, 36 months,B
Fully Paid,85000,Source Verified,< 1 year,RENT,14.11,10000,debt_consolidation, 36 months,D
Fully Paid,65867.36,Source Verified,3 years,RENT,9.32,11000,credit_card, 36 months,A
Fully Paid,142000,Verified,2 years,RENT,13.16,5000,home_improvement, 36 months,C
Fully Paid,36000,Verified,5 years,MORTGAGE,16.00,12000,home_improvement, 36 months,E
Fully Paid,28800,Source Verified,1 year,RENT,7.37,8500,car, 36 months,A
Fully Paid,91000,Not Verified,< 1 year,MORTGAGE,7.68,1000,other, 36 months,A
Fully Paid,66500,Not Verified,7 years,MORTGAGE,12.53,1400,other, 36 months,C
Fully Paid,52000,Source Verified,3 years,OWN,13.16,9250,credit_card, 36 months,C
Fully Paid,40000,Not Verified,8 years,MORTGAGE,13.79,10000,debt_consolidation, 36 months,C
Fully Paid,35482.2,Source Verified,10+ years,OWN,14.74,7000,debt_consolidation, 36 months,D
Fully Paid,55000,Not Verified,2 years,MORTGAGE,15.68,14000,debt_consolidation, 36 months,E
Fully Paid,65000,Source Verified,2 years,RENT,13.79,10000,debt_consolidation, 36 months,C
Fully Paid,83000,Not Verified,4 years,MORTGAGE,8.00,8500,home_improvement, 36 months,A
Fully Paid,48000,Verified,< 1 year,RENT,8.00,4000,medical, 36 months,A
Fully Paid,89004,Verified,7 years,RENT,9.63,17000,debt_consolidation, 36 months,A
Fully Paid,47000,Verified,2 years,RENT,16.95,15000,small_business, 36 months,E
Fully Paid,70000,Source Verified,2 years,RENT,13.16,20500,debt_consolidation, 36 months,C
Fully Paid,29996,Not Verified,3 years,MORTGAGE,12.84,5400,home_improvement, 36 months,C
Fully Paid,45000,Source Verified,1 year,RENT,11.89,10000,debt_consolidation, 36 months,B
Fully Paid,88000,Source Verified,6 years,RENT,12.53,12000,debt_consolidation, 36 months,C
Fully Paid,101000,Source Verified,8 years,RENT,14.74,8000,debt_consolidation, 36 months,D
Fully Paid,30000,Not Verified,2 years,RENT,11.89,3500,credit_card, 36 months,B
Fully Paid,50004,Source Verified,< 1 year,MORTGAGE,15.68,11000,home_improvement, 36 months,E
Fully Paid,102000,Not Verified,6 years,MORTGAGE,9.63,10000,debt_consolidation, 36 months,A
Fully Paid,35000,Not Verified,1 year,OWN,16.00,3500,medical, 36 months,E
Fully Paid,70000,Source Verified,10+ years,RENT,16.00,18000,vacation, 36 months,E
Fully Paid,25000,Verified,1 year,OWN,9.63,11100,small_business, 36 months,A
Fully Paid,49500,Verified,3 years,MORTGAGE,13.79,9250,credit_card, 36 months,C
Fully Paid,90600,Not Verified,< 1 year,RENT,14.11,12800,debt_consolidation, 36 months,D
Fully Paid,86000,Verified,5 years,MORTGAGE,12.21,16000,debt_consolidation, 36 months,B
Fully Paid,75000,Source Verified,5 years,RENT,13.79,8000,credit_card, 36 months,C
Fully Paid,41000,Not Verified,2 years,RENT,9.32,6000,debt_consolidation, 36 months,A
Fully Paid,56000,Not Verified,2 years,RENT,13.16,6400,medical, 36 months,C
Fully Paid,81204,Verified,1 year,MORTGAGE,10.95,9100,car, 36 months,B
Fully Paid,72000,Source Verified,8 years,RENT,9.32,7000,moving, 36 months,A
Fully Paid,1.00E+05,Verified,2 years,MORTGAGE,13.47,6850,home_improvement, 36 months,C
Fully Paid,45000,Not Verified,10+ years,MORTGAGE,9.32,6000,other, 36 months,A
Fully Paid,31200,Not Verified,2 years,RENT,12.21,1200,educational, 36 months,B
Fully Paid,32244,Verified,2 years,RENT,12.21,11100,debt_consolidation, 36 months,B
Fully Paid,70236,Not Verified,10+ years,MORTGAGE,13.47,8700,credit_card, 36 months,C
Fully Paid,92000,Source Verified,< 1 year,RENT,8.00,6500,debt_consolidation, 36 months,A
Fully Paid,42000,Not Verified,9 years,OWN,9.63,8000,wedding, 36 months,A
Fully Paid,67000,Verified,7 years,RENT,14.11,10000,debt_consolidation, 36 months,D
Fully Paid,24000,Not Verified,< 1 year,OWN,9.63,7000,debt_consolidation, 36 months,A
Fully Paid,65000,Not Verified,< 1 year,MORTGAGE,7.37,2000,home_improvement, 36 months,A
Fully Paid,55004,Not Verified,4 years,MORTGAGE,14.74,9600,debt_consolidation, 36 months,D
Fully Paid,98000,Source Verified,3 years,RENT,13.47,11750,debt_consolidation, 36 months,C
Charged Off,92004,Not Verified,8 years,MORTGAGE,8.00,6000,debt_consolidation, 36 months,A
Fully Paid,45500,Verified,6 years,MORTGAGE,15.05,15250,debt_consolidation, 36 months,D
Fully Paid,42000,Not Verified,1 year,RENT,15.05,15000,credit_card, 36 months,D
Fully Paid,36000,Not Verified,1 year,MORTGAGE,15.37,1400,small_business, 36 months,D
Charged Off,39996,Not Verified,10+ years,RENT,10.95,8000,car, 36 months,B
Fully Paid,42000,Not Verified,2 years,OWN,12.84,6000,other, 36 months,C
Fully Paid,57000,Not Verified,3 years,MORTGAGE,8.00,5500,debt_consolidation, 36 months,A
Fully Paid,30500,Source Verified,3 years,RENT,7.68,3600,major_purchase, 36 months,A
Fully Paid,37440,Source Verified,< 1 year,OWN,15.37,5000,debt_consolidation, 36 months,D
Fully Paid,53500,Verified,6 years,RENT,13.47,15000,debt_consolidation, 36 months,C
Fully Paid,67000,Source Verified,10+ years,MORTGAGE,12.21,10000,home_improvement, 36 months,B
Fully Paid,62000,Verified,< 1 year,RENT,13.47,14400,credit_card, 36 months,C
Fully Paid,49008,Source Verified,5 years,OWN,13.79,12000,debt_consolidation, 36 months,C
Fully Paid,100824,Verified,10+ years,MORTGAGE,14.74,6000,debt_consolidation, 36 months,D
Fully Paid,33000,Source Verified,1 year,RENT,15.05,4500,car, 36 months,D
Fully Paid,60000,Source Verified,8 years,MORTGAGE,13.79,8000,small_business, 36 months,C
Fully Paid,68000,Verified,4 years,MORTGAGE,8.00,1000,home_improvement, 36 months,A
Fully Paid,39500,Not Verified,1 year,RENT,14.74,1500,debt_consolidation, 36 months,D
Fully Paid,70802,Not Verified,10+ years,RENT,17.26,12000,debt_consolidation, 36 months,F
Fully Paid,40000,Not Verified,5 years,OWN,13.47,6000,small_business, 36 months,C
Fully Paid,50004,Verified,6 years,RENT,12.21,10000,debt_consolidation, 36 months,B
Fully Paid,90000,Verified,9 years,RENT,14.42,15000,debt_consolidation, 36 months,D
Charged Off,60000,Source Verified,9 years,MORTGAGE,9.63,10000,debt_consolidation, 36 months,A
Fully Paid,40000,Not Verified,1 year,RENT,12.53,9000,car, 36 months,C
Fully Paid,70000,Source Verified,4 years,RENT,7.68,5500,credit_card, 36 months,A
Fully Paid,87000,Source Verified,9 years,MORTGAGE,9.32,3500,other, 36 months,A
Charged Off,30000,Source Verified,1 year,RENT,9.63,10000,debt_consolidation, 36 months,A
Fully Paid,54000,Source Verified,10+ years,RENT,14.74,12000,debt_consolidation, 36 months,D
Fully Paid,35100,Not Verified,10+ years,MORTGAGE,13.47,9000,home_improvement, 36 months,C
Fully Paid,72000,Source Verified,5 years,RENT,13.79,20000,debt_consolidation, 36 months,C
Fully Paid,50004,Source Verified,2 years,RENT,13.47,12000,debt_consolidation, 36 months,C
Fully Paid,72500,Verified,< 1 year,RENT,14.11,10000,home_improvement, 36 months,D
Fully Paid,35000,Source Verified,1 year,MORTGAGE,12.21,6000,renewable_energy, 36 months,B
Fully Paid,96713.32,Not Verified,3 years,MORTGAGE,8.00,7000,major_purchase, 36 months,A
Fully Paid,52000,Source Verified,6 years,RENT,14.11,9000,debt_consolidation, 36 months,D
Fully Paid,67000,Not Verified,1 year,MORTGAGE,16.32,16000,debt_consolidation, 36 months,E
Fully Paid,112995,Not Verified,7 years,RENT,7.37,2500,other, 36 months,A
Charged Off,184000,Verified,6 years,MORTGAGE,13.47,20000,debt_consolidation, 36 months,C
Fully Paid,50004,Verified,2 years,RENT,13.79,10000,small_business, 36 months,C
Fully Paid,55000,Verified,5 years,RENT,13.16,8000,small_business, 36 months,C
Fully Paid,101300,Verified,< 1 year,OWN,17.26,18000,house, 36 months,F
Fully Paid,39000,Not Verified,< 1 year,RENT,12.53,12000,wedding, 36 months,C
Fully Paid,32000,Not Verified,< 1 year,RENT,7.68,4000,major_purchase, 36 months,A
Fully Paid,65000,Source Verified,2 years,RENT,12.84,19000,debt_consolidation, 36 months,C
Fully Paid,70000,Verified,3 years,MORTGAGE,12.84,20000,small_business, 36 months,C
Fully Paid,70000,Not Verified,3 years,MORTGAGE,14.42,18000,wedding, 36 months,D
Fully Paid,150000,Not Verified,6 years,MORTGAGE,13.16,5000,small_business, 36 months,C
Fully Paid,114000,Source Verified,10+ years,MORTGAGE,14.74,20000,debt_consolidation, 36 months,D
Fully Paid,70000,Verified,10+ years,RENT,14.42,16000,debt_consolidation, 36 months,D
Fully Paid,160000,Verified,3 years,MORTGAGE,13.47,20000,small_business, 36 months,C
Fully Paid,50000,Not Verified,< 1 year,MORTGAGE,8.00,6500,small_business, 36 months,A
Fully Paid,132000,Not Verified,< 1 year,MORTGAGE,9.63,14000,small_business, 36 months,A
Fully Paid,85000,Source Verified,10+ years,RENT,11.89,10000,major_purchase, 36 months,B
Fully Paid,189996,Not Verified,4 years,RENT,9.32,8400,car, 36 months,A
Fully Paid,42996,Not Verified,2 years,RENT,12.84,6000,debt_consolidation, 36 months,C
Charged Off,17004,Source Verified,8 years,RENT,9.32,2200,debt_consolidation, 36 months,A
Fully Paid,108000,Source Verified,1 year,RENT,11.89,7000,house, 36 months,B
Fully Paid,35004,Not Verified,6 years,OTHER,9.63,18225,debt_consolidation, 36 months,A
Fully Paid,46296,Source Verified,10+ years,RENT,14.42,8800,debt_consolidation, 36 months,D
Fully Paid,52800,Not Verified,1 year,RENT,9.32,4000,major_purchase, 36 months,A
Fully Paid,50000,Not Verified,10+ years,RENT,15.05,2000,medical, 36 months,D
Fully Paid,65004,Verified,3 years,MORTGAGE,9.63,5250,credit_card, 36 months,A
Charged Off,24840,Not Verified,2 years,RENT,8.00,1500,other, 36 months,A
Fully Paid,93000,Source Verified,10+ years,RENT,13.16,14000,credit_card, 36 months,C
Fully Paid,50000,Not Verified,3 years,RENT,14.74,5000,small_business, 36 months,D
Fully Paid,50000,Not Verified,7 years,MORTGAGE,8.00,6400,other, 36 months,A
Fully Paid,54996,Not Verified,4 years,RENT,13.47,10000,car, 36 months,C
Charged Off,36000,Not Verified,10+ years,RENT,14.74,6000,small_business, 36 months,D
Charged Off,60000,Not Verified,1 year,RENT,14.42,10000,small_business, 36 months,D
Fully Paid,48000,Not Verified,9 years,MORTGAGE,9.63,9925,small_business, 36 months,A
Fully Paid,30996,Source Verified,1 year,RENT,14.74,2600,educational, 36 months,D
Fully Paid,16000,Not Verified,1 year,OTHER,14.74,5750,credit_card, 36 months,D
Fully Paid,64956,Not Verified,< 1 year,MORTGAGE,13.47,7500,home_improvement, 36 months,C
Fully Paid,50000,Not Verified,< 1 year,RENT,13.16,8000,debt_consolidation, 36 months,C
Fully Paid,204000,Source Verified,< 1 year,RENT,9.63,12000,credit_card, 36 months,A
Fully Paid,45000,Not Verified,1 year,RENT,14.11,10000,debt_consolidation, 36 months,D
Fully Paid,75000,Source Verified,< 1 year,MORTGAGE,8.00,3200,debt_consolidation, 36 months,A
